6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666666865348815918e-01,6.666667014360427856e-02,1.333333402872085571e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666666865348815918e-01,6.666667014360427856e-02,1.333333402872085571e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
6.666666865348815918e-01,6.666667014360427856e-02,1.333333402872085571e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666667014360427856e-02,5.333333611488342285e-01,5.333333611488342285e-01
6.666666865348815918e-01,6.666667014360427856e-02,1.333333402872085571e-01
8.666666746139526367e-01,6.666667014360427856e-02,6.666667014360427856e-02
